Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
15,19875,1.04,15088,1,5168
16,19883,1,15082,1,5174
17,20670,1.04,15551,1.03,5827
18,22159,1.07,16427,1.06,6443
19,22490,1.01,16865,1.03,6380
20,24797,1.1,18375,1.09,7578
21,25631,1.03,19408,1.06,7578
22,27386,1.07,20364,1.05,7821
23,29202,1.07,21386,1.05,8324
24,31242,1.07,22754,1.06,9045
25,33244,1.06,24324,1.07,9850
26,35761,1.08,25875,1.06,10242
27,34890,0.98,26486,1.02,9918
28,35733,1.02,26854,1.01,9428
29,37854,1.06,27984,1.04,10483
30,40047,1.06,29260,1.05,11124
31,41138,1.03,30680,1.05,11722
2,38759,0,21536,0.7,0
3,34907,0.9,26709,1.24,14720
4,34008,0.97,25554,0.96,7994
5,33649,0.99,25733,1.01,9118
6,36339,1.08,26950,1.05,10030
7,36866,1.01,27310,1.01,9860
8,37685,1.02,28006,1.03,10185
9,36201,0.96,27536,0.98,9249
10,33357,0.92,25833,0.94,7677
11,29543,0.89,23189,0.9,5974
12,26015,0.88,20859,0.9,5276
13,23788,0.91,18673,0.9,4547
14,22153,0.93,17357,0.93,5036
15,22071,1,16878,0.97,5269
16,23478,1.06,17363,1.03,6466
17,23930,1.02,17816,1.03,6750
18,24378,1.02,18435,1.03,6900
19,26526,1.09,19407,1.05,7392
20,27180,1.02,20204,1.04,7687
21,28083,1.03,20626,1.02,7613
22,29258,1.04,21854,1.06,8771
23,30636,1.05,22594,1.03,8399
24,31081,1.01,23298,1.03,8689
25,33304,1.07,24394,1.05,9386
26,33643,1.01,25365,1.04,9589
27,34809,1.03,25652,1.01,9156
28,37039,1.06,26917,1.05,10516
29,37349,1.01,27941,1.04,10626
30,38155,1.02,28492,1.02,10324
31,39204,1.03,29301,1.03,10693
2,37725,0,21592,0.71,0
3,34966,0.93,26871,1.24,14586
4,36026,1.03,27368,1.02,9634
5,34749,0.96,26628,0.97,8727
6,35224,1.01,26489,0.99,8939
7,35643,1.01,26512,1,9046
8,35878,1.01,26634,1,9431
9,33103,0.92,25516,0.96,8129
10,29559,0.89,23175,0.91,6265
11,26669,0.9,21103,0.91,5668
12,22518,0.84,18268,0.87,4074
13,20105,0.89,16090,0.88,3726
14,19244,0.96,15032,0.93,4309
15,19151,1,14600,0.97,4633
16,19875,1.04,14866,1.02,5310
17,21402,1.08,16215,1.09,6587
18,22620,1.06,16801,1.04,6263
19,24654,1.09,18355,1.09,7583
20,25247,1.02,18974,1.03,7042
21,26555,1.05,19938,1.05,7585
22,28027,1.06,20883,1.05,8021
23,28980,1.03,21599,1.03,8168
24,31583,1.09,23245,1.08,9214
25,32525,1.03,24312,1.05,9383
26,33443,1.03,24511,1.01,8722
27,33941,1.01,25518,1.04,9699
28,34386,1.01,25922,1.02,9306
29,36389,1.06,27358,1.06,10609
30,36301,1,27263,1,9388
31,37832,1.04,28325,1.04,10544
2,37888,0,21233,0.7,0
3,35473,0.94,26591,1.25,14693
4,34883,0.98,26350,0.99,9036
5,36225,1.04,26808,1.02,9707
6,37272,1.03,27508,1.03,10171
7,36808,0.99,27404,1,9493
8,36153,0.98,27258,0.99,9311
9,35068,0.97,27043,0.99,9066
10,31291,0.89,24617,0.91,6819
11,27160,0.87,21757,0.88,5197
12,23994,0.88,19199,0.88,4484
13,22231,0.93,17546,0.91,4812
14,20723,0.93,16314,0.93,4657
15,20652,1,15732,0.96,5007
16,21812,1.06,16188,1.03,5985
17,22197,1.02,16690,1.03,6398
18,23443,1.06,17828,1.07,7033
19,24147,1.03,18263,1.02,6535
20,25671,1.06,19224,1.05,7429
21,27695,1.08,20363,1.06,8024
22,28877,1.04,21571,1.06,8440
23,30341,1.05,22609,1.05,8541
24,31028,1.02,23015,1.02,8402
25,32504,1.05,23917,1.04,9180
26,33940,1.04,25646,1.07,10169
27,36038,1.06,26438,1.03,9704
28,35673,0.99,26943,1.02,9834
29,37092,1.04,27657,1.03,10099
30,37353,1.01,27634,1,9749
31,38116,1.02,28603,1.04,10659
2,35759,0,21394,0.71,0
3,32520,0.91,25042,1.17,12522
4,32799,1.01,24850,0.99,8279
5,33682,1.03,25495,1.03,9331
6,34229,1.02,25193,0.99,8377
7,35009,1.02,26114,1.04,9768
8,35114,1,26617,1.02,9672
9,34541,0.98,25892,0.97,8453
10,31273,0.91,24324,0.94,7410
11,28110,0.9,22177,0.91,5968
12,24264,0.86,19465,0.88,4680
13,22049,0.91,17643,0.91,4462
14,20917,0.95,16447,0.93,4717
15,20715,0.99,16033,0.97,5148
16,21091,1.02,16072,1,5675
17,21737,1.03,16305,1.01,5920
18,22771,1.05,17120,1.05,6548
19,24800,1.09,18493,1.08,7333
20,27197,1.1,20059,1.08,8193
21,27687,1.02,20849,1.04,8025
22,29540,1.07,21864,1.05,8383
23,32793,1.11,23706,1.08,9763
24,32773,1,24594,1.04,9301
25,32698,1,24823,1.01,8818
26,33822,1.03,25164,1.01,8954
27,35512,1.05,26355,1.05,9984
28,35519,1,26638,1.01,9669
29,37704,1.06,27748,1.04,10458
30,39013,1.03,29072,1.05,11209
31,38753,0.99,29305,1.01,10256
2,37618,0,21443,0.7,0
3,34813,0.93,26759,1.25,14646
4,36323,1.04,27057,1.01,9466
5,36630,1.01,27578,1.02,9956
6,37390,1.02,28148,1.02,10238
7,39565,1.06,28952,1.03,10482
8,37664,0.95,28685,0.99,9937
9,36771,0.98,28128,0.98,9144
10,33084,0.9,25965,0.92,7471
11,30163,0.91,23352,0.9,6205
12,26159,0.87,20600,0.88,5192
13,24124,0.92,19135,0.93,5432
14,22878,0.95,17751,0.93,4955
15,22164,0.97,17072,0.96,5312
16,22838,1.03,17266,1.01,6192
17,23722,1.04,17683,1.02,6526
18,24437,1.03,18248,1.03,6750
19,24695,1.01,18626,1.02,6915
20,25836,1.05,19293,1.04,7254
21,26231,1.02,19831,1.03,7366
22,27763,1.06,20884,1.05,7984
23,29399,1.06,22011,1.05,8424
24,30106,1.02,22384,1.02,8011
25,32736,1.09,24262,1.08,9829
26,33497,1.02,25045,1.03,9276
27,34276,1.02,25645,1.02,9271
28,35741,1.04,26118,1.02,9632
29,36840,1.03,27375,1.05,10395
30,36949,1,27815,1.02,10063
31,37499,1.01,28148,1.01,9935
2,36558,0,21337,0.7,0
3,34106,0.93,26064,1.22,13961
4,34181,1,25516,0.98,8392
5,35965,1.05,26916,1.05,10416
6,36181,1.01,27079,1.01,9690
7,36601,1.01,27267,1.01,9595
8,34930,0.95,26573,0.97,8862
9,32688,0.94,25287,0.95,7643
10,29394,0.9,22996,0.91,6160
11,26074,0.89,20729,0.9,5361
12,22772,0.87,18370,0.89,4537
13,20268,0.89,16181,0.88,3818
14,19709,0.97,15442,0.95,4632
15,19999,1.01,15435,1,5204
16,19842,0.99,15133,0.98,5112
17,20674,1.04,15475,1.02,5743
18,22387,1.08,16740,1.08,6808
19,24571,1.1,18292,1.09,7482
20,26193,1.07,19274,1.05,7602
21,27035,1.03,19774,1.03,7394
22,27884,1.03,20733,1.05,8022
23,29367,1.05,21895,1.06,8460
24,31773,1.08,23461,1.07,9262
25,34107,1.07,25170,1.07,10205
26,35212,1.03,26205,1.04,9907
27,35211,1,26456,1.01,9272
28,36402,1.03,27125,1.03,9919
29,36929,1.01,27301,1.01,9765
30,39307,1.06,28871,1.06,11216
31,41198,1.05,30261,1.05,11607
2,36312,0,21319,0.7,0
3,34202,0.94,25835,1.21,13415
4,35505,1.04,26510,1.03,9528
5,35804,1.01,27071,1.02,9880
6,37875,1.06,27709,1.02,10085
7,37414,0.99,28284,1.02,10190
8,35536,0.95,26961,0.95,8455
9,33423,0.94,25770,0.96,7925
10,31361,0.94,24090,0.93,6916
11,27501,0.88,21691,0.9,5767
12,23776,0.86,19031,0.88,4606
13,21498,0.9,17086,0.9,4387
14,20489,0.95,15924,0.93,4676
15,20298,0.99,15488,0.97,5071
16,20532,1.01,15799,1.02,5768
17,22300,1.09,16894,1.07,6619
18,23348,1.05,17373,1.03,6438
19,23864,1.02,17705,1.02,6531
20,26196,1.1,19331,1.09,8050
21,27932,1.07,20933,1.08,8401
22,28897,1.03,21711,1.04,8128
23,31046,1.07,22771,1.05,8748
24,31887,1.03,23424,1.03,8830
25,32506,1.02,24172,1.03,8962
26,33962,1.04,25293,1.05,9618
27,34971,1.03,25921,1.02,9585
28,36006,1.03,26483,1.02,9638
29,38689,1.07,28198,1.06,11110
30,39354,1.02,29075,1.03,10908
31,39138,0.99,29484,1.01,10628
2,37106,0,21375,0.7,0
3,33770,0.91,25864,1.21,13597
4,34510,1.02,25896,1,8893
5,35559,1.03,26595,1.03,9785
6,36127,1.02,26878,1.01,9522
7,36254,1,27333,1.02,9728
8,35861,0.99,27072,0.99,9128
9,33290,0.93,25565,0.94,7804
10,30645,0.92,23430,0.92,6403
11,27017,0.88,21638,0.92,6224
12,23772,0.88,19074,0.88,4529
13,21444,0.9,17195,0.9,4447
14,20381,0.95,15927,0.93,4405
15,20701,1.02,15678,0.98,5279
16,20975,1.01,15704,1,5478
17,22123,1.05,16600,1.06,6316
18,23524,1.06,17588,1.06,6829
19,24993,1.06,18708,1.06,7389
20,25788,1.03,19269,1.03,7142
21,27181,1.05,20218,1.05,7706
22,28582,1.05,21381,1.06,8364
23,30233,1.06,22257,1.04,8436
24,32496,1.07,23466,1.05,9142
25,31968,0.98,24062,1.03,9097
26,33231,1.04,24807,1.03,9148
27,33216,1,25360,1.02,9380
28,33738,1.02,25218,0.99,8569
29,34536,1.02,25437,1.01,8975
30,35593,1.03,26542,1.04,10178
31,35278,0.99,26829,1.01,9505
2,36130,0,21357,0.7,0
3,34473,0.95,26313,1.23,14149
4,33387,0.97,25421,0.97,7937
5,34258,1.03,25040,0.99,8314
6,34808,1.02,25795,1.03,9601
7,35087,1.01,26317,1.02,9615
8,34360,0.98,25781,0.98,8505
9,31501,0.92,24348,0.94,7417
10,28741,0.91,22373,0.92,6334
11,25319,0.88,20145,0.9,5245
12,21840,0.86,17738,0.88,4184
13,19388,0.89,15415,0.87,3442
14,18261,0.94,14306,0.93,4032
15,17795,0.97,13600,0.95,4116
16,17752,1,13717,1.01,4802
17,19701,1.11,14721,1.07,5758
18,20753,1.05,15605,1.06,6110
19,22475,1.08,16764,1.07,6753
20,23951,1.07,17826,1.06,6989
21,27276,1.14,19988,1.12,8618
22,28467,1.04,21067,1.05,8221
23,29148,1.02,21908,1.04,8314
24,29782,1.02,22234,1.01,7877
25,32191,1.08,23764,1.07,9425
26,32406,1.01,24405,1.03,9059
27,34885,1.08,25856,1.06,10028
28,36438,1.04,27035,1.05,10290
29,37463,1.03,28091,1.04,10602
30,39454,1.05,29124,1.04,10711
31,40634,1.03,30067,1.03,11070
2,38262,0,21734,0.7,0
3,35009,0.91,26821,1.23,14474
4,34205,0.98,25989,0.97,8285
5,34721,1.02,26322,1.01,9292
6,35872,1.03,26594,1.01,9327
7,38206,1.07,27502,1.03,10207
8,36158,0.95,27179,0.99,9425
9,32701,0.9,25907,0.95,8117
10,30673,0.94,23892,0.92,6473
11,28056,0.91,21981,0.92,6273
12,24874,0.89,19845,0.9,5259
13,22488,0.9,17806,0.9,4624
14,21704,0.97,16574,0.93,4697
15,21843,1.01,16644,1,5942
16,21839,1,16425,0.99,5494
17,23054,1.06,17332,1.06,6786
18,23269,1.01,17585,1.01,6435
19,25162,1.08,18590,1.06,7243
20,27271,1.08,20161,1.08,8268
21,28702,1.05,21310,1.06,8457
22,31008,1.08,23222,1.09,9383
23,31584,1.02,23943,1.03,8862
24,32689,1.03,24073,1.01,8444
25,33943,1.04,25515,1.06,9981
26,34920,1.03,25641,1,9055
27,34881,1,25934,1.01,9415
28,34230,0.98,25625,0.99,8839
29,35266,1.03,26101,1.02,9527
30,37851,1.07,27631,1.06,10771
31,38433,1.02,28679,1.04,10916
2,37999,0,21163,0.7,0
3,35580,0.94,27311,1.29,15413
4,35610,1,26856,0.98,8906
5,35558,1,26555,0.99,9007
6,37585,1.06,27875,1.05,10748
7,38246,1.02,28889,1.04,10854
8,36511,0.95,27950,0.97,8970
9,35059,0.96,26564,0.95,7984
10,32063,0.91,25040,0.94,7390
11,28669,0.89,22421,0.9,5766
12,24924,0.87,19919,0.89,4956
13,22862,0.92,17710,0.89,4485
14,21263,0.93,16607,0.94,4918
15,21060,0.99,16093,0.97,5118
16,20312,0.96,15696,0.98,5229
17,21276,1.05,16074,1.02,5820
18,21885,1.03,16448,1.02,6006
19,24197,1.11,18061,1.1,7503
20,26424,1.09,19645,1.09,8202
21,27443,1.04,20488,1.04,7788
22,28823,1.05,21374,1.04,8136
23,29813,1.03,22129,1.04,8309
24,32647,1.1,23796,1.08,9473
25,34036,1.04,25170,1.06,9755
26,35884,1.05,26434,1.05,10237
27,35734,1,26621,1.01,9405
28,37334,1.04,27679,1.04,10457
29,37665,1.01,28130,1.02,10222
30,37312,0.99,28269,1,9848
31,39527,1.06,28807,1.02,10189
2,37165,0,21620,0.71,0
3,34014,0.92,26080,1.21,13737
4,34788,1.02,26181,1,8965
5,36915,1.06,27603,1.05,10594
6,35890,0.97,27283,0.99,9219
7,36785,1.02,27519,1.01,9471
8,36901,1,27782,1.01,9992
9,33657,0.91,26204,0.94,7972
10,29835,0.89,23845,0.91,6394
11,26691,0.89,21075,0.88,5115
12,23638,0.89,18688,0.89,4663
13,20786,0.88,16613,0.89,4139
14,20397,0.98,15766,0.95,4665
15,20627,1.01,15862,1.01,5499
16,21534,1.04,16514,1.04,6155
17,23049,1.07,17192,1.04,6444
18,24624,1.07,18395,1.07,7359
19,27788,1.13,20233,1.1,8325
20,29369,1.06,21663,1.07,8673
21,31495,1.07,23543,1.09,9559
22,33588,1.07,24817,1.05,9571
23,34735,1.03,25492,1.03,9498
24,35331,1.02,26253,1.03,9862
25,34767,0.98,26242,1,9206
26,35632,1.02,26814,1.02,9773
27,36899,1.04,27296,1.02,9803
28,37805,1.02,27999,1.03,10338
29,37247,0.99,27927,1,9811
30,38324,1.03,28785,1.03,10552
31,38230,1,28800,1,10063
2,36951,0,21569,0.7,0
3,35168,0.95,26345,1.22,14025
4,34541,0.98,26130,0.99,9026
5,34234,0.99,25313,0.97,8319
6,34649,1.01,25984,1.03,9529
7,37019,1.07,27214,1.05,10326
8,35428,0.96,27323,1,9555
9,33441,0.94,25889,0.95,7699
10,30809,0.92,24070,0.93,6837
11,28492,0.92,22382,0.93,6300
12,24510,0.86,19800,0.88,4838
13,22607,0.92,17614,0.89,4296
14,21354,0.94,16555,0.94,4963
15,21393,1,16215,0.98,5251
16,21814,1.02,16647,1.03,6218
17,23581,1.08,17361,1.04,6355
18,24209,1.03,18360,1.06,7235
19,25559,1.06,19145,1.04,7258
20,28438,1.11,20807,1.09,8439
21,29544,1.04,22208,1.07,8803
22,31412,1.06,23267,1.05,8929
23,34362,1.09,24843,1.07,9757
24,36248,1.05,26949,1.08,11227
25,36157,1,27397,1.02,9994
26,36029,1,27398,1,9445
27,36566,1.01,27267,1,9367
28,36384,1,27427,1.01,9540
29,37452,1.03,27904,1.02,9867
30,36422,0.97,27655,0.99,9518
31,38494,1.06,28646,1.04,10659
2,36116,0,21538,0.7,0
3,32886,0.91,25379,1.18,12904
4,33313,1.01,25167,0.99,8593
5,33774,1.01,25389,1.01,9137
6,34334,1.02,25642,1.01,9201
7,34716,1.01,25981,1.01,9214
8,35032,1.01,26274,1.01,9318
9,32718,0.93,25129,0.96,7877
10,29632,0.91,23585,0.94,6902
11,26807,0.9,20963,0.89,5369
12,23227,0.87,18653,0.89,4600
13,20484,0.88,16307,0.87,3900
14,19471,0.95,15109,0.93,4320
15,18786,0.96,14764,0.98,4852
16,18891,1.01,14236,0.96,4540
17,20339,1.08,15419,1.08,6188
18,22310,1.1,16279,1.06,6321
19,23343,1.05,17262,1.06,6824
20,24416,1.05,18022,1.04,6938
21,26435,1.08,19533,1.08,7985
22,27015,1.02,20537,1.05,7988
23,28907,1.07,21645,1.05,8467
24,31162,1.08,22993,1.06,8983
25,31148,1,23725,1.03,8826
26,32732,1.05,24344,1.03,8780
27,35173,1.07,25666,1.05,9912
28,35724,1.02,26298,1.02,9875
29,34792,0.97,26361,1,9317
30,35659,1.02,26450,1,9319
31,36391,1.02,26715,1.01,9599
2,38242,0,21598,0.7,0
3,34428,0.9,26738,1.24,14391
4,34961,1.02,26393,0.99,8576
5,36053,1.03,26697,1.01,9481
6,35835,0.99,26878,1.01,9446
7,36733,1.03,27636,1.03,10160
8,35113,0.96,26861,0.97,8611
9,33282,0.95,25751,0.96,7942
10,30328,0.91,23587,0.92,6485
11,26836,0.88,21418,0.91,5590
12,23188,0.86,18593,0.87,4151
13,21403,0.92,16889,0.91,4403
14,20259,0.95,15925,0.94,4863
15,19797,0.98,15243,0.96,4646
16,19643,0.99,15139,0.99,5131
17,20439,1.04,15623,1.03,5659
18,21545,1.05,15993,1.02,5822
19,22967,1.07,16759,1.05,6451
20,24064,1.05,18246,1.09,7605
21,25529,1.06,18918,1.04,6988
22,27303,1.07,20084,1.06,7863
23,30036,1.1,22357,1.11,9540
24,32909,1.1,24046,1.08,9713
25,33400,1.01,25116,1.04,9563
26,35831,1.07,26290,1.05,10129
27,35483,0.99,26781,1.02,9641
28,37463,1.06,27802,1.04,10434
29,39266,1.05,28528,1.03,10350
30,37133,0.95,28296,0.99,9802
31,38163,1.03,28387,1,10001
2,36641,0,21391,0.7,0
3,33820,0.92,26004,1.22,13648
4,35731,1.06,26664,1.03,9675
5,35000,0.98,26841,1.01,9342
6,35973,1.03,26879,1,9324
7,36687,1.02,27281,1.01,9737
8,35610,0.97,26578,0.97,9046
9,33098,0.93,25800,0.97,8546
10,29910,0.9,23268,0.9,6095
11,25960,0.87,20822,0.89,5255
12,22026,0.85,17714,0.85,3912
13,19746,0.9,15761,0.89,3828
14,18416,0.93,14470,0.92,3959
15,18958,1.03,14522,1,4909
16,19548,1.03,14751,1.02,5310
17,20139,1.03,15085,1.02,5543
18,21593,1.07,16141,1.07,6415
19,22031,1.02,16640,1.03,6239
20,23058,1.05,17225,1.04,6580
21,25257,1.1,18548,1.08,7462
22,26381,1.04,19329,1.04,7493
23,27758,1.05,20784,1.08,8362
24,30402,1.1,22331,1.07,8977
25,31917,1.05,23589,1.06,9130
26,32350,1.01,24245,1.03,8884
27,33076,1.02,24826,1.02,9145
28,35204,1.06,25667,1.03,9591
29,35853,1.02,27323,1.06,10663
30,37427,1.04,27761,1.02,9951
31,38933,1.04,28989,1.04,10920
2,35175,0,21489,0.71,0
3,32900,0.94,25267,1.18,12484
4,33054,1,24831,0.98,8247
5,33633,1.02,25305,1.02,9135
6,36232,1.08,26201,1.04,9722
7,34953,0.96,26577,1.01,9789
8,34448,0.99,26501,1,9190
9,32505,0.94,24938,0.94,7372
10,29179,0.9,22757,0.91,6207
11,26411,0.91,20811,0.91,5636
12,22892,0.87,18492,0.89,4590
13,20429,0.89,16414,0.89,3939
14,19424,0.95,15078,0.92,4210
15,18959,0.98,14719,0.98,4800
16,19346,1.02,14823,1.01,5141
17,21500,1.11,16028,1.08,6370
18,23132,1.08,17369,1.08,6994
19,24055,1.04,18092,1.04,6771
20,25634,1.07,19190,1.06,7588
21,26234,1.02,19952,1.04,7372
22,28039,1.07,20660,1.04,7735
23,29322,1.05,21925,1.06,8675
24,31329,1.07,23084,1.05,8923
25,32204,1.03,24330,1.05,9510
26,34306,1.07,25114,1.03,9322
27,34004,0.99,25554,1.02,9412
28,35516,1.04,26648,1.04,10123
29,35720,1.01,26819,1.01,9312
30,37673,1.05,27921,1.04,10495
31,37993,1.01,28082,1.01,10010
2,34551,0,21416,0.7,0
3,32373,0.94,25079,1.17,12414
4,33959,1.05,25258,1.01,8788
5,35198,1.04,25946,1.03,9555
6,35396,1.01,26198,1.01,9442
7,35427,1,26856,1.03,9909
8,35221,0.99,26810,1,9132
9,32855,0.93,25324,0.94,7680
10,30155,0.92,23506,0.93,6900
11,26341,0.87,20967,0.89,5333
12,22660,0.86,18446,0.88,4325
13,20712,0.91,16386,0.89,3920
14,19800,0.96,15440,0.94,4515
15,19678,0.99,15010,0.97,4802
16,20236,1.03,15245,1.02,5675
17,21286,1.05,16100,1.06,6279
18,22525,1.06,16853,1.05,6486
19,24816,1.1,18072,1.07,7225
20,25514,1.03,19329,1.07,7822
21,26943,1.06,20286,1.05,7797
22,26943,1,20871,1.03,7627
23,29640,1.1,22152,1.06,8487
24,31428,1.06,23581,1.06,9303
25,32040,1.02,24120,1.02,8840
26,32431,1.01,24395,1.01,8615
27,32604,1.01,24411,1,8593
28,34301,1.05,25201,1.03,9359
29,34483,1.01,25827,1.02,9569
30,35702,1.04,26464,1.02,9779
31,35967,1.01,27121,1.02,9883
2,36272,0,21575,0.71,0
3,33321,0.92,25507,1.18,12948
4,35199,1.06,26003,1.02,9359
5,35615,1.01,26819,1.03,9926
6,36789,1.03,27620,1.03,9974
7,37637,1.02,28133,1.02,10078
8,36088,0.96,27657,0.98,9183
9,33638,0.93,25883,0.94,7456
10,30344,0.9,23598,0.91,6403
11,26464,0.87,21154,0.9,5507
12,22948,0.87,18322,0.87,4148
13,20830,0.91,16516,0.9,4298
14,20445,0.98,15797,0.96,4878
15,19936,0.98,15634,0.99,5229
16,20691,1.04,15781,1.01,5458
17,20993,1.01,16016,1.01,5711
18,22629,1.08,16712,1.04,6188
19,24048,1.06,17923,1.07,7307
20,26768,1.11,19551,1.09,8078
21,27876,1.04,20807,1.06,8260
22,29218,1.05,21766,1.05,8224
23,29947,1.02,22495,1.03,8492
24,32173,1.07,23842,1.06,9186
25,32737,1.02,24669,1.03,9187
26,33243,1.02,24947,1.01,8865
27,34848,1.05,25826,1.04,9627
28,35154,1.01,26353,1.02,9560
29,36447,1.04,27147,1.03,10111
30,36002,0.99,27262,1,9462
31,37576,1.04,27609,1.01,9783
2,34572,0,21287,0.7,0
3,31690,0.92,24540,1.15,12034
4,32788,1.03,24559,1,8399
5,33414,1.02,25042,1.02,9117
6,33591,1.01,24985,1,8857
7,33955,1.01,25337,1.01,9122
8,32846,0.97,25129,0.99,8446
9,31211,0.95,23798,0.95,7273
10,28744,0.92,22324,0.94,6583
11,25432,0.88,20203,0.9,5314
12,21847,0.86,17889,0.89,4304
13,19816,0.91,15724,0.88,3744
14,18940,0.96,14842,0.94,4371
15,18787,0.99,14457,0.97,4700
16,20011,1.07,14871,1.03,5396
17,21480,1.07,16182,1.09,6557
18,23141,1.08,17290,1.07,6815
19,25250,1.09,18715,1.08,7741
20,27159,1.08,19984,1.07,7919
21,28480,1.05,21010,1.05,8332
22,30126,1.06,22072,1.05,8610
23,31259,1.04,23364,1.06,9221
24,33266,1.06,24735,1.06,9604
25,33945,1.02,25481,1.03,9341
26,35454,1.04,26400,1.04,9918
27,36950,1.04,27709,1.05,10496
28,37083,1,27753,1,9720
29,38360,1.03,28458,1.03,10426
30,39268,1.02,29350,1.03,10945
31,39410,1,29387,1,10179
2,39094,0,21401,0.7,0
3,35753,0.91,27308,1.28,15633
4,34787,0.97,26315,0.96,8334
5,35773,1.03,26583,1.01,9447
6,36418,1.02,27347,1.03,10040
7,36712,1.01,27372,1,9556
8,36597,1,27683,1.01,9965
9,34539,0.94,26250,0.95,7980
10,32177,0.93,25015,0.95,7638
11,29136,0.91,22937,0.92,6339
12,25706,0.88,20498,0.89,5172
13,23143,0.9,18065,0.88,4336
14,21862,0.94,16993,0.94,5012
15,22764,1.04,17278,1.02,6118
16,22915,1.01,17682,1.02,6379
17,23632,1.03,17899,1.01,6305
18,24897,1.05,18482,1.03,6973
19,26279,1.06,19413,1.05,7629
20,29535,1.12,21710,1.12,9320
21,31521,1.07,23305,1.07,9451
22,31783,1.01,23704,1.02,8617
23,32797,1.03,24464,1.03,9265
24,34732,1.06,25942,1.06,10204
25,35528,1.02,26326,1.01,9395
26,36579,1.03,27013,1.03,10008
27,36385,0.99,27220,1.01,9855
28,38140,1.05,27815,1.02,10151
29,38303,1,28419,1.02,10578
30,38979,1.02,29054,1.02,10422
31,39882,1.02,29922,1.03,10948
2,36204,0,21467,0.7,0
3,34645,0.96,26539,1.24,14099
4,33574,0.97,25631,0.97,7991
5,35763,1.07,26062,1.02,9258
6,36687,1.03,27348,1.05,10521
7,38016,1.04,27679,1.01,9925
8,36987,0.97,27716,1,9735
9,34918,0.94,26793,0.97,8618
10,31534,0.9,24903,0.93,7232
11,27985,0.89,22327,0.9,5659
12,24322,0.87,19686,0.88,4621
13,22635,0.93,17663,0.9,4431
14,21390,0.94,16823,0.95,4995
15,21966,1.03,16735,0.99,5613
16,22240,1.01,17054,1.02,6207
17,23252,1.05,17293,1.01,6216
18,24523,1.05,18247,1.06,7148
19,26925,1.1,19560,1.07,7883
20,28573,1.06,21232,1.09,8643
21,29452,1.03,21936,1.03,8080
22,31258,1.06,23315,1.06,9060
23,32701,1.05,24663,1.06,9620
24,34145,1.04,25508,1.03,9394
25,36644,1.07,27146,1.06,10627
26,37201,1.02,27584,1.02,9938
27,39933,1.07,28935,1.05,10966
28,40088,1,29877,1.03,11248
29,39876,0.99,29795,1,10348
30,40959,1.03,30072,1.01,10747
31,40263,0.98,30157,1,10543
2,37230,0,21313,0.7,0
3,34958,0.94,26472,1.24,14346
4,36440,1.04,26884,1.02,9675
5,36358,1,27549,1.02,10198
6,37896,1.04,28039,1.02,10055
7,38184,1.01,28347,1.01,10172
8,38871,1.02,29173,1.03,10722
9,36966,0.95,28205,0.97,9156
10,34575,0.94,26781,0.95,8114
11,31129,0.9,24286,0.91,6444
12,26795,0.86,21399,0.88,5318
13,24973,0.93,19486,0.91,5194
14,23132,0.93,18252,0.94,5180
15,22865,0.99,17849,0.98,5767
16,23203,1.01,17797,1,5934
17,23722,1.02,18107,1.02,6507
18,23659,1,18062,1,6203
19,25244,1.07,18467,1.02,6732
20,26658,1.06,19819,1.07,7995
21,27460,1.03,20518,1.04,7766
22,29151,1.06,21821,1.06,8502
23,30947,1.06,22809,1.05,8790
24,32813,1.06,24270,1.06,9696
25,33040,1.01,24859,1.02,9058
26,34373,1.04,25623,1.03,9423
27,34095,0.99,25668,1,9002
28,35805,1.05,26503,1.03,9699
29,36079,1.01,27101,1.02,9936
30,35627,0.99,27186,1,9527
31,36570,1.03,26764,0.98,9018
2,36468,0,21219,0.71,0
3,33911,0.93,25694,1.21,13697
4,34678,1.02,25688,1,8776
5,34706,1,26374,1.03,9710
6,36126,1.04,26597,1.01,9266
7,35855,0.99,26825,1.01,9628
8,36169,1.01,27219,1.01,9748
9,34280,0.95,25968,0.95,8122
10,31761,0.93,24566,0.95,7542
11,27913,0.88,22174,0.9,5861
12,24420,0.87,19431,0.88,4462
13,22095,0.9,17489,0.9,4545
14,21041,0.95,16333,0.93,4636
15,21682,1.03,16242,0.99,5519
16,21543,0.99,16429,1.01,6044
17,22402,1.04,16749,1.02,6037
18,24576,1.1,18055,1.08,7248
19,25575,1.04,18966,1.05,7462
20,26532,1.04,20295,1.07,8070
21,28246,1.06,21111,1.04,7814
22,31096,1.1,22805,1.08,9203
23,31510,1.01,23709,1.04,9013
24,31666,1,23992,1.01,8572
25,32822,1.04,24278,1.01,8606
26,33534,1.02,24850,1.02,9166
27,33819,1.01,25263,1.02,9247
28,33701,1,25512,1.01,9079
29,35934,1.07,26526,1.04,9843
30,37978,1.06,27947,1.05,10892
31,37696,0.99,28307,1.01,10086
2,35036,0,21379,0.7,0
3,32953,0.94,25066,1.17,12408
4,33029,1,24862,0.99,8520
5,33445,1.01,24838,1,8637
6,34320,1.03,25649,1.03,9541
7,35873,1.05,26849,1.05,10048
8,35594,0.99,26638,0.99,9132
9,31951,0.9,25150,0.94,7812
10,28813,0.9,22795,0.91,6006
11,25477,0.88,20131,0.88,4952
