Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
28,41,0.61,37,0.65,0
29,23,0.56,21,0.57,0
30,19,0.83,17,0.81,0
31,15,0.79,13,0.76,0
2,37919,0,21816,0.71,0
3,36274,0.96,27202,1.25,14696
4,36510,1.01,27281,1,9601
5,36100,0.99,27438,1.01,9565
6,36026,1,27355,1,9336
7,36404,1.01,27221,1,9373
8,34922,0.96,26311,0.97,8745
9,30896,0.88,24463,0.93,7108
10,26189,0.85,21171,0.87,4763
11,20643,0.79,17271,0.82,2820
12,14310,0.69,12804,0.74,771
13,10141,0.71,9033,0.71,0
14,7116,0.7,6327,0.7,0
15,5086,0.71,4525,0.72,0
16,3546,0.7,3156,0.7,0
17,2510,0.71,2236,0.71,0
18,1802,0.72,1609,0.72,0
19,1276,0.71,1133,0.7,0
20,909,0.71,815,0.72,0
21,635,0.7,538,0.66,0
22,434,0.68,387,0.72,0
23,310,0.71,278,0.72,0
24,222,0.72,198,0.71,0
25,154,0.69,136,0.69,0
26,104,0.68,96,0.71,0
27,76,0.73,70,0.73,0
28,56,0.74,52,0.74,0
29,39,0.7,32,0.62,0
30,25,0.64,23,0.72,0
31,17,0.68,15,0.65,0
2,36966,0,21589,0.7,0
3,34836,0.94,26263,1.22,13872
4,34004,0.98,25694,0.98,8429
5,35893,1.06,26392,1.03,9665
6,35910,1,26956,1.02,9820
7,35657,0.99,26620,0.99,8945
8,34569,0.97,26353,0.99,8981
9,30247,0.87,23940,0.91,6298
10,25728,0.85,20777,0.87,4703
11,20280,0.79,16997,0.82,2846
12,14024,0.69,12485,0.73,713
13,9841,0.7,8715,0.7,0
14,6894,0.7,6111,0.7,0
15,4816,0.7,4271,0.7,0
16,3368,0.7,2979,0.7,0
17,2376,0.71,2124,0.71,0
18,1677,0.71,1480,0.7,0
19,1178,0.7,1042,0.7,0
20,823,0.7,720,0.69,0
21,569,0.69,509,0.71,0
22,402,0.71,350,0.69,0
23,262,0.65,230,0.66,0
24,184,0.7,164,0.71,0
25,125,0.68,110,0.67,0
26,91,0.73,82,0.75,0
27,69,0.76,61,0.74,0
28,50,0.72,46,0.75,0
29,40,0.8,37,0.8,0
30,25,0.63,22,0.59,0
31,19,0.76,17,0.77,0
2,36475,0,21334,0.7,0
3,32748,0.9,25126,1.18,12779
4,33488,1.02,25215,1,8624
5,33833,1.01,25356,1.01,8921
6,33983,1,25238,1,8711
7,35489,1.04,26005,1.03,9653
8,32737,0.92,25161,0.97,8272
9,30077,0.92,23394,0.93,6728
10,25248,0.84,20373,0.87,4745
11,19651,0.78,16468,0.81,2647
12,13577,0.69,12119,0.74,720
13,9592,0.71,8498,0.7,0
14,6732,0.7,5940,0.7,0
15,4660,0.69,4141,0.7,0
16,3262,0.7,2925,0.71,0
17,2256,0.69,1987,0.68,0
18,1544,0.68,1352,0.68,0
19,1082,0.7,966,0.71,0
20,774,0.72,682,0.71,0
21,510,0.66,452,0.66,0
22,370,0.73,332,0.73,0
23,263,0.71,233,0.7,0
24,187,0.71,165,0.71,0
25,122,0.65,108,0.65,0
26,83,0.68,81,0.75,0
27,62,0.75,57,0.7,0
28,45,0.73,43,0.75,0
29,33,0.73,31,0.72,0
30,23,0.7,21,0.68,0
31,14,0.61,13,0.62,0
2,39817,0,21675,0.7,0
3,36685,0.92,28244,1.3,16122
4,35591,0.97,27181,0.96,8589
5,36126,1.02,27143,1,9377
6,37665,1.04,27920,1.03,10172
7,37488,1,27957,1,9871
8,36126,0.96,27342,0.98,9095
9,31803,0.88,24870,0.91,6795
10,26627,0.84,21694,0.87,5003
11,21172,0.8,17690,0.82,2936
12,14700,0.69,13049,0.74,855
13,10387,0.71,9218,0.71,16
14,7316,0.7,6523,0.71,33
15,5236,0.72,4610,0.71,39
16,3665,0.7,3258,0.71,36
17,2627,0.72,2311,0.71,48
18,1909,0.73,1665,0.72,64
19,1443,0.76,1244,0.75,99
20,1166,0.81,1000,0.8,113
21,988,0.85,818,0.82,163
22,952,0.96,760,0.93,198
23,919,0.97,700,0.92,222
24,1007,1.1,755,1.08,291
25,1122,1.11,869,1.15,362
26,1294,1.15,987,1.14,413
27,1564,1.21,1177,1.19,543
28,1802,1.15,1368,1.16,613
29,2166,1.2,1576,1.15,734
30,2520,1.16,1889,1.2,909
31,3131,1.24,2228,1.18,1081
2,35415,0,21016,0.7,0
3,33071,0.93,25146,1.2,12829
4,33080,1,24950,0.99,8469
5,33819,1.02,25194,1.01,8884
6,33044,0.98,24969,0.99,8406
7,33811,1.02,25268,1.01,9025
8,32951,0.97,25445,1.01,8762
9,29101,0.88,23095,0.91,6205
10,23967,0.82,19686,0.85,4146
11,18626,0.78,15690,0.8,2255
12,12949,0.7,11511,0.73,571
13,9118,0.7,8118,0.71,0
14,6381,0.7,5658,0.7,0
15,4426,0.69,3935,0.7,0
16,3096,0.7,2722,0.69,0
17,2162,0.7,1910,0.7,0
18,1511,0.7,1337,0.7,0
19,1065,0.7,958,0.72,0
20,730,0.69,646,0.67,0
21,514,0.7,444,0.69,0
22,345,0.67,305,0.69,0
23,238,0.69,212,0.7,0
24,170,0.71,151,0.71,0
25,120,0.71,109,0.72,0
26,94,0.78,85,0.78,0
27,65,0.69,56,0.66,0
28,37,0.57,35,0.63,0
29,28,0.76,26,0.74,0
30,20,0.71,18,0.69,0
31,14,0.7,12,0.67,0
2,36376,0,21309,0.7,0
3,33933,0.93,26065,1.22,13782
4,34060,1,25339,0.97,8185
5,33789,0.99,25434,1,9064
6,34605,1.02,25701,1.01,9061
7,35527,1.03,26268,1.02,9683
8,34605,0.97,25921,0.99,8830
9,31279,0.9,24486,0.94,7531
10,25761,0.82,21077,0.86,4716
11,20237,0.79,16921,0.8,2577
12,13891,0.69,12407,0.73,723
13,9819,0.71,8706,0.7,0
14,6864,0.7,6045,0.69,0
15,4808,0.7,4268,0.71,0
16,3365,0.7,3008,0.7,0
17,2388,0.71,2123,0.71,0
18,1707,0.71,1499,0.71,0
19,1178,0.69,1046,0.7,0
20,812,0.69,713,0.68,0
21,565,0.7,501,0.7,0
22,413,0.73,363,0.72,0
23,283,0.69,260,0.72,0
24,199,0.7,179,0.69,0
25,137,0.69,128,0.72,0
26,104,0.76,92,0.72,0
27,75,0.72,65,0.71,0
28,50,0.67,43,0.66,0
29,28,0.56,25,0.58,0
30,22,0.79,21,0.84,0
31,15,0.68,15,0.71,0
2,36008,0,21214,0.7,0
3,33011,0.92,25451,1.2,13099
4,33990,1.03,25464,1,8719
5,32931,0.97,24820,0.97,8265
6,33045,1,24714,1,8593
7,33418,1.01,24994,1.01,8991
8,32171,0.96,24677,0.99,8497
9,29184,0.91,22645,0.92,6323
10,24914,0.85,19990,0.88,4891
11,19406,0.78,16414,0.82,2679
12,13525,0.7,12023,0.73,642
13,9496,0.7,8423,0.7,0
14,6633,0.7,5911,0.7,0
15,4652,0.7,4127,0.7,0
16,3275,0.7,2899,0.7,0
17,2302,0.7,2074,0.72,0
18,1660,0.72,1490,0.72,0
19,1175,0.71,1039,0.7,0
20,833,0.71,741,0.71,0
21,593,0.71,536,0.72,0
22,428,0.72,382,0.71,0
23,298,0.7,262,0.69,0
24,219,0.73,191,0.73,0
25,153,0.7,133,0.7,0
26,109,0.71,96,0.72,0
27,81,0.74,69,0.72,0
28,56,0.69,50,0.72,0
29,40,0.71,34,0.68,0
30,24,0.6,21,0.62,0
31,17,0.71,13,0.62,0
